triple,truth
athlete hakimwarrick athleteledsportsteam sportsteam reds,0
athlete kevinmillar athleteplaysinleague sportsleague mlb,1
athlete davidortiz athleteplaysforteam sportsteam redsox,1
coach joseceda athleteplaysinleague sportsleague mlb,1
athlete estebanloaiza athleteplaysinleague sportsleague mlb,1
coach horacioramirez athleteledsportsteam sportsteam redsox,1
athlete xaviernady athleteledsportsteam sportsteam newyorkyankees,1
athlete davidortiz athleteplayssport sport baseball,1
personmexico carlosbeltran athleteplayssport sport baseball,1
personmexico michaelbarrett athleteplayssport sport baseball,1
athlete adambostick athleteplayssport sport baseball,1
personmexico danuggla athleteledsportsteam sportsteam marlins,1
personmexico nickpunto athleteplayssport sport baseball,1
athlete luisvalbuena athleteplayssport sport baseball,1
personmexico jasonfrasor athleteplayssport sport baseball,1
athlete jaketsakalidis athleteplayssport sport baseball,0
athlete jeffkent athleteplaysforteam sportsteam dodgers,1
sportsteam wisconsinbadgers teamhomestadium stadiumoreventvenue camprandallstadium,1
athlete jimjohnson athleteplayssport sport baseball,1
athlete davidprice athleteplaysforteam sportsteam jazz,0
athlete markbuehrle athleteplaysinleague sportsleague mlb,1
personmexico jackmorris athleteplaysinleague sportsleague mlb,1
personmexico shanevictorino athleteplayssport sport baseball,1
athlete jeffnelson athleteplayssport sport baseball,1
athlete kengriffeyjr athleteledsportsteam sportsteam reds,1
personmexico brianbannister athleteplaysinleague sportsleague mlb,1
personmexico chrisiannetta athleteplaysinleague sportsleague mlb,1
athlete mikerabelo athleteplayssport sport baseball,1
athlete honuswagner athleteplaysinleague sportsleague mlb,1
sportsleague mlb leaguestadiums stadiumoreventvenue jacobsfield,1
athlete mikerabelo athleteplaysinleague sportsleague mlb,1
athlete cjwilson athleteplaysinleague sportsleague mlb,1
athlete timredding athleteplaysinleague sportsleague mlb,1
athlete dexterfowler athleteplayssport sport baseball,1
athlete samardosamuels athleteplaysforteam sportsteam louiscardinals,0
athlete otisnixon athleteplaysinleague sportsleague mlb,1
personmexico nickpunto athleteledsportsteam sportsteam twins,1
athlete kosukefukudome athleteplayssport sport baseball,1
athlete baberuth athleteplaysforteam sportsteam newyorkyankees,0
athlete chadqualls athleteplayssport sport baseball,1
athlete jaysonwerth athleteplaysinleague sportsleague mlb,1
personmexico jameswhite athleteplaysforteam sportsteam chicagobulls,1
personafrica troysmith athleteplaysforteam sportsteam baltimorecolts,0
athlete andruwjones athleteplaysinleague sportsleague mlb,1
coach scottschoeneweis athleteplaysinleague sportsleague mlb,1
sportsteam milwaukeebucks teamhomestadium stadiumoreventvenue bradleycenter,1
sportsteam heat teamplaysinleague sportsleague nba,1
athlete jasonmichaels athleteplaysinleague sportsleague mlb,1
athlete orlandocabrera athleteplayssport sport baseball,1
athlete jasonphillips athleteplaysinleague sportsleague mlb,1
sportsteam stlouiscardinals teamhomestadium stadiumoreventvenue buschmemorialstadium,1
personmexico ubaldojimenez athleteplaysinleague sportsleague mlb,1
athlete jimjohnson athleteplaysinleague sportsleague mlb,1
athlete pedroalvarez athleteplaysinleague sportsleague mlb,1
athlete gavinfloyd athleteplaysinleague sportsleague mlb,1
athlete jamesloney athleteplaysinleague sportsleague mlb,1
athlete vicentepadilla athleteplaysinleague sportsleague mlb,1
athlete tonysipp athleteplaysinleague sportsleague mlb,1
personmexico colehamels athleteplayssport sport baseball,1
sportsteam atlantahawks teamplaysinleague sportsleague nba,1
athlete jasoncampbell athleteplaysforteam sportsteam redskins,1
athlete woodywilliams athleteplaysinleague sportsleague mlb,1
personmexico franciscogarcia athleteplaysinleague sportsleague mlb,1
personmexico davidragan athleteplayssport sport baseball,0
sportsteam torontobluejays teamhomestadium stadiumoreventvenue rogerscentre,1
athlete damonhuard athleteledsportsteam sportsteam kansascitychiefs,1
sportsteam milwaukeebrewers teamplaysinleague sportsleague mlb,1
athlete dennybautista athleteplayssport sport baseball,1
athlete brettfavre athleteplaysforteam sportsteam newyorkjets,0
athlete akinoriiwamura athleteplaysinleague sportsleague mlb,1
athlete garysheffield athleteplayssport sport baseball,1
athlete vinceyoung athleteplaysforteam sportsteam titans,1
athlete michaelcuddyer athleteplayssport sport baseball,1
personmexico curtisgranderson athleteplayssport sport baseball,1
athlete nickswisher athleteplaysinleague sportsleague mlb,1
athlete timwakefield athleteplaysinleague sportsleague mlb,1
athlete xaviernady athleteplayssport sport baseball,1
personmexico jorgesosa athleteplayssport sport baseball,1
personmexico joeinglett athleteplayssport sport baseball,1
sportsteam utahjazz teamplaysinleague sportsleague nba,1
coach kevinyoukilis athleteplaysforteam sportsteam redsox,1
sportsleague nba leaguestadiums stadiumoreventvenue bradleycenter,1
athlete jasonisringhausen athleteplayssport sport baseball,1
sportsleague mlb leaguestadiums stadiumoreventvenue coorsfield,1
athlete carlospena athleteplaysforteam sportsteam tampabaydevilrays,1
personmexico chienmingwang athleteplaysinleague sportsleague mlb,1
sportsteam denvernuggets teamhomestadium stadiumoreventvenue pepsicenter,1
athlete sergiomitre athleteplaysinleague sportsleague mlb,1
athlete bradausmus athleteplaysinleague sportsleague mlb,1
athlete frankrobinson athleteplaysinleague sportsleague mlb,1
athlete ryanfreel athleteplaysforteam sportsteam reds,1
personmexico ericdickerson athleteplaysforteam sportsteam louiscardinals,0
athlete wadeboggs athleteplayssport sport baseball,1
athlete mattryan athleteplaysforteam sportsteam bostoncollege,1
personmexico jefffrancis athleteplaysinleague sportsleague mlb,1
athlete mattlindstrom athleteplayssport sport baseball,1
athlete jparencibia athleteledsportsteam sportsteam bills,0
personafrica troysmith athleteledsportsteam sportsteam baltimorecolts,0
athlete juliofranco athleteplaysforteam sportsteam redsox,0
athlete davidherndon athleteplaysinleague sportsleague mlb,1
sportsteam minnesotavikings teamplaysinleague sportsleague nfl,1
athlete jrrussell athleteplaysforteam sportsteam oaklandraiders,0
personmexico mattcapps athleteplaysinleague sportsleague mlb,1
athlete dwyanewade athleteledsportsteam sportsteam heat,1
athlete koyiehill athleteplayssport sport baseball,1
athlete chaddurbin athleteplaysinleague sportsleague mlb,1
personmexico curtisgranderson athleteplaysinleague sportsleague mlb,1
personmexico alfonsosoriano athleteplayssport sport baseball,1
personmexico johnnydamon athleteplaysinleague sportsleague mlb,1
personus kobebryant athleteplaysforteam sportsteam losangeleslakers,1
athlete robinventura athleteplaysinleague sportsleague mlb,1
athlete thome athleteplaysinleague sportsleague mlb,1
athlete dustinpedroia athleteledsportsteam sportsteam redsox,1
personmexico joeygathright athleteplayssport sport baseball,1
athlete davidherndon athleteplayssport sport baseball,1
athlete brianroberts athleteplayssport sport baseball,1
athlete bjupton athleteplayssport sport baseball,1
personmexico vernonwells athleteplaysforteam sportsteam bluejays,1
athlete ichirosuzuki athleteplaysforteam sportsteam seattlemariners,1
sportsteam ducks teamhomestadium stadiumoreventvenue hondacenter,1
personmexico jorgeposada athleteplayssport sport baseball,1
athlete nickmasset athleteplayssport sport baseball,1
athlete tomseaver athleteplayssport sport baseball,1
sportsleague mlb leaguestadiums stadiumoreventvenue greatamericanballpark,1
athlete santiagocasilla athleteplayssport sport baseball,1
athlete rossgload athleteplaysinleague sportsleague mlb,1
personmexico khalilgreene athleteplaysforteam sportsteam sandiegochargers,0
sportsteam liverpool teamhomestadium stadiumoreventvenue anfield,1
athlete bartstarr athleteledsportsteam sportsteam packers,1
athlete ajburnett athleteplaysinleague sportsleague mlb,1
athlete juanpie athleteplaysforteam sportsteam marlins,1
sportsteam charlottebobcats teamplaysinleague sportsleague nba,1
athlete jojoreyes athleteplayssport sport baseball,1
athlete rondellwhite athleteplayssport sport baseball,1
athlete briangiles athleteplaysinleague sportsleague mlb,1
athlete carlospena athleteplaysinleague sportsleague mlb,1
athlete josecalderon athleteledsportsteam sportsteam raptors,0
sportsteam detroittigers teamhomestadium stadiumoreventvenue comerica,1
athlete davidjustice athleteplayssport sport baseball,1
athlete richardhamilton athleteplaysforteam sportsteam fortwaynepistons,0
athlete migueltejada athleteplaysforteam sportsteam houstonastros,0
athlete josereyes athleteplaysforteam sportsteam newyorkmets,0
athlete morrispeterson athleteledsportsteam sportsteam raptors,1
personmexico ericdickerson athleteledsportsteam sportsteam louiscardinals,0
personmexico bradhawpe athleteplayssport sport baseball,1
athlete andruwjones athleteplayssport sport baseball,1
coach randorbierd athleteplayssport sport baseball,1
athlete favre athleteledsportsteam sportsteam newyorkjets,1
personmexico melkycabrera athleteledsportsteam sportsteam newyorkyankees,0
athlete michaelcuddyer athleteplaysinleague sportsleague mlb,1
sportsteam sacramentokings teamplaysinleague sportsleague nba,1
athlete johansantana athleteledsportsteam sportsteam newyorkmets,1
athlete bosh athleteledsportsteam sportsteam raptors,1
athlete mattlawton athleteplaysinleague sportsleague mlb,1
athlete sergiomitre athleteplayssport sport baseball,1
athlete ryanshealy athleteplaysinleague sportsleague mlb,1
athlete jaysonwerth athleteplayssport sport baseball,1
personmexico lukescott athleteplaysinleague sportsleague mlb,1
athlete brianschneider athleteplaysinleague sportsleague mlb,1
athlete montaellis athleteledsportsteam sportsteam goldenstatewarriors,1
coach tonydungy coachesteam sportsteam colts,1
athlete migueltejada athleteledsportsteam sportsteam houstonastros,0
athlete dougdavis athleteplaysinleague sportsleague mlb,1
athlete jamesshields athleteplaysinleague sportsleague mlb,1
coach jjhardy athleteplaysforteam sportsteam brewers,0
sportsteam redwings teamhomestadium stadiumoreventvenue joelouisarena,1
athlete kerrywood athleteplaysinleague sportsleague mlb,1
athlete andrayblatche athleteplaysforteam sportsteam washingtonwizards,0
athlete hunterpence athleteplayssport sport baseball,1
personmexico javierlopez athleteplaysinleague sportsleague mlb,1
athlete daveroberts athleteplaysinleague sportsleague mlb,1
sportsteam colts teamplaysinleague sportsleague nfl,1
athlete davidjustice athleteledsportsteam sportsteam atlantabraves,1
personmexico lastingsmilledge athleteplayssport sport baseball,1
athlete dustinackley athleteplayssport sport baseball,1
sportsteam pittsburghpenguins teamhomestadium stadiumoreventvenue mellonarena,1
coach faustocarmona athleteplaysinleague sportsleague mlb,1
sportsteam reds teamhomestadium stadiumoreventvenue greatamericanballpark,1
athlete bradeldred athleteplaysinleague sportsleague mlb,1
sportsteam lsu teamhomestadium stadiumoreventvenue tigerstadium,1
athlete freddygarcia athleteplayssport sport baseball,1
athlete timwakefield athleteplayssport sport baseball,1
sportsteam tampabaydevilrays teamplaysinleague sportsleague mlb,1
athlete chriswebber athleteplaysforteam sportsteam sixers,0
athlete benroethlisberger athleteledsportsteam sportsteam steelers,1
personasia brettgardner athleteplaysinleague sportsleague mlb,1
athlete jairjurrjens athleteplayssport sport baseball,1
personmexico mickeycochrane athleteplaysinleague sportsleague mlb,1
personmexico djmbenga worksfor sportsteam akron,0
sport baseball sportusesstadium stadiumoreventvenue yankeestadium,1
sportsteam michiganstate teamhomestadium stadiumoreventvenue spartanstadium,1
athlete magglioordonez athleteplayssport sport baseball,1
athlete favre athleteplaysforteam sportsteam newyorkjets,1
athlete chrisresop athleteplayssport sport baseball,1
athlete damon athleteledsportsteam sportsteam newyorkyankees,0
sportsteam minnesotatimberwolves teamplaysinleague sportsleague nba,1
sportsteam portlandtrailblazers teamplaysinleague sportsleague nba,1
personmexico boofbonser athleteplayssport sport baseball,1
athlete matthasselbeck athleteplaysforteam sportsteam seahawks,1
sportsteam raptors teamplaysinleague sportsleague nba,1
athlete anibalsanchez athleteplayssport sport baseball,1
athlete tylerclippard athleteplayssport sport baseball,1
male alexrios athleteplaysinleague sportsleague mlb,1
athlete seanburnett athleteplayssport sport baseball,1
sportsteam pennstatenittanylions teamplaysinleague sportsleague ncaa,1
personmexico ivanrodriguez athleteplaysinleague sportsleague mlb,1
athlete chrissmith athleteplayssport sport baseball,1
athlete ramonhernandez athleteplayssport sport baseball,1
personasia juancruz athleteplaysforteam sportsteam newyorkyankees,0
athlete dereklowe athleteplayssport sport baseball,1
personmexico carlosbeltran athleteplaysinleague sportsleague mlb,1
personaustralia davidross athleteplaysinleague sportsleague mlb,1
athlete bradyquinn athleteplaysforteam sportsteam clevelandbrowns,1
sportsleague nfl leaguestadiums stadiumoreventvenue fedexfield,1
athlete joshphelps athleteplaysinleague sportsleague mlb,1
athlete udonishaslem athleteledsportsteam sportsteam heat,1
athlete pelfrey athleteledsportsteam sportsteam newyorkmets,1
personmexico jasonkubel athleteplaysinleague sportsleague mlb,1
personmexico odalisperez athleteplaysinleague sportsleague mlb,1
athlete baberuth athleteledsportsteam sportsteam newyorkyankees,1
athlete kevingregg athleteplayssport sport baseball,1
coach jimharbaugh coachesteam sportsteam stanford,0
sportsteam dallascowboys teamhomestadium stadiumoreventvenue cowboysstadium,1
personmexico joelzumaya athleteplayssport sport baseball,1
athlete vicentepadilla athleteplayssport sport baseball,1
athlete joemorgan athleteplayssport sport baseball,1
athlete amarestoudemire athleteledsportsteam sportsteam suns,1
personmexico jasonbay athleteplaysforteam sportsteam pirates,1
athlete brettmyers athleteplaysinleague sportsleague mlb,1
athlete georgesherrill athleteplaysinleague sportsleague mlb,1
personmexico hongchihkuo athleteplayssport sport baseball,1
personaustralia derekfisher athleteplaysforteam sportsteam losangeleslakers,1
athlete harmonkillebrew athleteplayssport sport baseball,1
personmexico johngrabow athleteplaysinleague sportsleague mlb,1
personmexico joshwillingham athleteplayssport sport baseball,1
personmexico alfonsosoriano coachesteam sportsteam chicagocubs,0
athlete royhalladay athleteplaysinleague sportsleague mlb,1
athlete dmitriyoung athleteplaysinleague sportsleague mlb,1
coach mikemacdougal athleteplayssport sport baseball,1
athlete lukewalton athleteledsportsteam sportsteam losangeleslakers,1
personmexico jasonbay athleteledsportsteam sportsteam pirates,1
athlete matttreanor athleteplayssport sport baseball,1
athlete eddiemathews athleteplaysinleague sportsleague mlb,1
athlete cococrisp athleteledsportsteam sportsteam redsox,1
personmexico bradhawpe athleteledsportsteam sportsteam coloradorockies,1
sportsteam losangelesclippers teamplaysinleague sportsleague nba,1
athlete robinventura athleteplayssport sport baseball,1
personmexico carlpavano athleteplayssport sport baseball,1
athlete cococrisp athleteledsportsteam sportsteam redsox,1
athlete nomargarciaparra athleteledsportsteam sportsteam dodgers,1
athlete nady athleteplaysforteam sportsteam newyorkyankees,1
athlete luisayala athleteplaysinleague sportsleague mlb,1
sportsleague nba leaguestadiums stadiumoreventvenue arcoarena,1
sportsteam hawks teamplaysinleague sportsleague nba,1
athlete hankaaron athleteplaysinleague sportsleague mlb,0
personmexico shanevictorino athleteledsportsteam sportsteam phillies,1
athlete chaseutley athletehomestadium stadiumoreventvenue amwayarena,0
athlete walterpayton athleteplaysforteam sportsteam broncos,0
sportsteam suns teamhomestadium stadiumoreventvenue usairwayscenter,1
personmexico adamloewen athleteplayssport sport baseball,1
athlete bosh athleteplaysforteam sportsteam raptors,0
athlete courtneyfells athleteledsportsteam sportsteam wolfpack,1
athlete mattlindstrom athleteplaysinleague sportsleague mlb,1
personmexico dennisrodman athleteplaysinleague sportsleague mlb,0
athlete adamrussell athleteplaysinleague sportsleague mlb,1
personus royoswalt athleteplayssport sport baseball,1
male dye athleteledsportsteam sportsteam redsox,0
athlete damioneasley athleteplayssport sport baseball,1
sportsleague nba leaguestadiums stadiumoreventvenue targetcenter,1
personmexico hustonstreet athleteplaysinleague sportsleague mlb,1
sportsteam pirates teamhomestadium stadiumoreventvenue pncpark,1
personmexico jasonschmidt athleteplaysinleague sportsleague mlb,1
athlete goosegossage athleteplaysinleague sportsleague mlb,1
athlete mikelowell athleteplaysinleague sportsleague mlb,1
personmexico jorgecampillo athleteplaysinleague sportsleague mlb,1
athlete mattholliday athleteplayssport sport baseball,1
athlete jakeplummer athleteplaysforteam sportsteam broncos,1
personmexico mannyramirez athleteplaysforteam sportsteam dodgers,0
athlete shaq athleteplaysforteam sportsteam suns,0
personmexico chrissampson athleteplaysinleague sportsleague mlb,0
athlete joemays athleteplaysinleague sportsleague mlb,1
personmexico iansnell athleteplaysinleague sportsleague mlb,1
athlete arthurrhodes athleteplayssport sport baseball,1
athlete melvinmora athleteplaysinleague sportsleague mlb,1
personmexico codyross athleteplaysforteam sportsteam marlins,1
sportsteam oaklandathletics teamhomestadium stadiumoreventvenue mcafeecoliseum,1
athlete philsimms athleteledsportsteam sportsteam newyorkgiants,1
athlete mattmurton athleteplaysinleague sportsleague mlb,1
athlete ronnycedeno athleteplaysinleague sportsleague mlb,1
personmexico joshwillingham athleteledsportsteam sportsteam marlins,1
athlete markanderson athleteledsportsteam sportsteam newenglandpatriots,0
coach kevinkouzmanoff athleteplayssport sport baseball,1
personmexico raulvaldes athleteplaysinleague sportsleague mlb,1
personmexico johnnydamon athleteplayssport sport baseball,1
personmexico jasonschmidt athleteplayssport sport baseball,1
coach bradthompson athleteledsportsteam sportsteam packers,0
athlete michaelredd athleteledsportsteam sportsteam bucks,1
athlete johnwetteland athleteplayssport sport baseball,1
athlete garysheffield athleteledsportsteam sportsteam newyorkyankees,1
athlete nickswisher athleteplayssport sport baseball,1
personmexico josevalverde athleteplayssport sport baseball,1
athlete tanyonsturtze athleteplayssport sport baseball,1
coach greggpopovich worksfor sportsteam sanantonio,1
sportsteam virginiatechhokies teamhomestadium stadiumoreventvenue lanestadium,1
athlete jasonmichaels athleteplayssport sport baseball,1
athlete chanhopark athleteplaysinleague sportsleague mlb,1
personasia brettgardner athleteledsportsteam sportsteam chicagocubs,1
personmexico joshwillingham athleteplaysinleague sportsleague mlb,1
athlete markteixeira athleteplayssport sport baseball,1
athlete barrybonds coachesteam sportsteam sanfranciscogiants,0
athlete rogerclemens athleteplaysinleague sportsleague mlb,1
athlete andysonnanstine athleteplaysinleague sportsleague mlb,1
athlete jasoncampbell athleteledsportsteam sportsteam redskins,1
athlete chrissmith athleteplaysinleague sportsleague mlb,1
athlete joebeimel athleteplaysinleague sportsleague mlb,1
athlete ryanbraun athleteplaysinleague sportsleague mlb,1
athlete guillermodiaz athleteplaysforteam sportsteam knicks,0
sportsteam steelers teamplaysinleague sportsleague nfl,1
personmexico jaybruce athleteplaysinleague sportsleague mlb,1
athlete ronnyturiaf athleteledsportsteam sportsteam losangeleslakers,1
athlete davidwells athleteplayssport sport baseball,1
athlete seanburnett athleteplaysinleague sportsleague mlb,1
athlete yorvittorrealba athleteplayssport sport baseball,1
athlete nickyoung athleteplaysforteam sportsteam washingtonwizards,0
sportsteam cavaliers teamhomestadium stadiumoreventvenue quickenloansarena,1
athlete shawnestes athleteplaysinleague sportsleague mlb,1
athlete mattmorris athleteplayssport sport baseball,1
coach jefffulchino athleteplaysinleague sportsleague mlb,1
athlete courtneyfells athleteplaysforteam sportsteam wolfpack,1
sportsteam rams teamplaysinleague sportsleague nfl,1
athlete pedroia athleteplaysforteam sportsteam redsox,1
athlete ichirosuzuki athleteledsportsteam sportsteam seattlemariners,1
athlete hakimwarrick athleteplaysforteam sportsteam reds,0
personmexico jeffmathis athleteplaysinleague sportsleague mlb,1
athlete randyjohnson athleteplayssport sport baseball,1
personmexico jasonbay coachesteam sportsteam pirates,0
coach kameronloe athleteplayssport sport baseball,1
personmexico ryanchurch athleteledsportsteam sportsteam newyorkmets,1
athlete jasonvaritek athleteplaysinleague sportsleague mlb,1
personmexico jaybruce athleteplaysforteam sportsteam reds,1
coach richardjefferson coachesteam sportsteam nets,0
athlete chaddurbin athleteplayssport sport baseball,1
athlete roycering athleteplaysinleague sportsleague mlb,1
athlete bradlidge athleteplayssport sport baseball,1
male yogiberra athleteplaysinleague sportsleague mlb,1
athlete marcbulger athleteledsportsteam sportsteam rams,1
athlete carlcrawford athleteplaysinleague sportsleague mlb,1
sport baseball sportusesstadium stadiumoreventvenue wrigleyfield,1
athlete baldelli athleteplaysinleague sportsleague mlb,1
athlete seancasey athleteplaysinleague sportsleague mlb,0
athlete philrizzuto athleteplaysinleague sportsleague mlb,0
personmexico dennisrodman athleteplayssport sport baseball,0
sportsleague nba leaguestadiums stadiumoreventvenue energysolutionsarena,1
athlete clifffloyd athleteplaysinleague sportsleague mlb,1
athlete joenamath athleteplaysforteam sportsteam newyorkjets,1
personmexico mannyramirez athleteledsportsteam sportsteam dodgers,1
personmexico shanevictorino athleteplaysinleague sportsleague mlb,1
sportsleague mlb leaguestadiums stadiumoreventvenue minutemaidpark,1
athlete gregoden athleteplaysforteam sportsteam suns,0
athlete mikejacobs athleteplaysinleague sportsleague mlb,1
coach chrisvolstad athleteplaysinleague sportsleague mlb,1
athlete brettfarve athleteplaysforteam sportsteam packers,1
personmexico mattkemp athleteplaysforteam sportsteam dodgers,1
sportsteam twins teamplaysinleague sportsleague mlb,1
athlete chaseutley athleteplaysforteam sportsteam magic,1
athlete jasonvaritek athleteplayssport sport baseball,1
athlete mattgarza athleteplaysinleague sportsleague mlb,1
athlete johnsalmons athleteledsportsteam sportsteam kings,1
sportsleague ncaa leaguestadiums stadiumoreventvenue jacktricestadium,1
coach scottproctor athleteplayssport sport baseball,1
athlete micahowings athleteplayssport sport baseball,1
sportsteam bostonbruins teamhomestadium stadiumoreventvenue tdbanknorthgarden,1
sportsleague mlb leaguestadiums stadiumoreventvenue historicfenwaypark,1
athlete davidcone athleteplaysinleague sportsleague mlb,1
athlete hirokikuroda athleteplaysinleague sportsleague mlb,1
athlete jalenrose athleteplayssport sport baseball,0
athlete davidjustice athleteplaysinleague sportsleague mlb,1
sportsteam rockets teamhomestadium stadiumoreventvenue toyotacenter,1
personmexico markmcgwire athleteledsportsteam sportsteam louiscardinals,1
athlete tanyonsturtze athleteplaysinleague sportsleague mlb,1
personmexico lukescott athleteplayssport sport baseball,1
athlete albertpujols athleteplayssport sport baseball,1
athlete johnnycueto athleteplayssport sport baseball,1
athlete tracymcgrady athleteledsportsteam sportsteam rockets,1
athlete mattholliday athleteplaysinleague sportsleague mlb,1
athlete gregorblanco athleteplayssport sport baseball,1
athlete jamariomoon athleteplaysforteam sportsteam raptors,0
personmexico oliverperez athleteplaysinleague sportsleague mlb,1
athlete danfouts athleteledsportsteam sportsteam sandiegochargers,1
sportsteam minnesotatimberwolves teamhomestadium stadiumoreventvenue targetcenter,1
athlete chanhopark athleteplayssport sport baseball,1
athlete jonathanvilma athleteledsportsteam sportsteam neworleanssaints,1
coach rickieweeks athleteplayssport sport baseball,1
personmexico alexrodriguez athleteledsportsteam sportsteam newyorkyankees,1
personmexico jimjackson athleteplaysforteam sportsteam knicks,1
athlete dustinackley athleteplaysinleague sportsleague mlb,1
sportsleague mlb leaguestadiums stadiumoreventvenue metrodome,1
coach josearredondo athleteplaysinleague sportsleague mlb,1
athlete keithhernandez athleteplayssport sport baseball,1
athlete brianmoehler athleteplayssport sport baseball,1
athlete davidprice athleteplayssport sport baseball,1
sportsteam sandiegochargers teamhomestadium stadiumoreventvenue petcopark,1
athlete giambi coachesteam sportsteam newyorkyankees,1
personmexico codyross athleteplaysinleague sportsleague mlb,1
personmexico danuggla athleteplaysinleague sportsleague mlb,1
personmexico codyross athleteplayssport sport baseball,1
coach mikefontenot athleteplaysinleague sportsleague mlb,1
coach johnbuck athleteplayssport sport baseball,1
athlete carlospena athleteplayssport sport baseball,1
sportsleague nfl leaguestadiums stadiumoreventvenue lpfield,1
athlete reggienelson athleteledsportsteam sportsteam magic,0
athlete carsonpalmer athleteledsportsteam sportsteam bengals,1
athlete edgarmartinez athleteplayssport sport baseball,1
athlete jonathanvilma athleteplaysforteam sportsteam neworleanssaints,1
athlete jonathanpapelbon athleteplayssport sport baseball,1
personmexico jorgecantu athleteplayssport sport baseball,1
athlete udonishaslem athleteplaysforteam sportsteam heat,1
athlete kirbypuckett athleteplaysforteam sportsteam twins,1
athlete pejastojakovic athleteledsportsteam sportsteam sacramentostatehornets,0
athlete luisayala athleteplayssport sport baseball,1
sportsleague nhl leaguestadiums stadiumoreventvenue aircanadacenter,1
sportsteam atlantabraves teamhomestadium stadiumoreventvenue turnerfield,1
personmexico joelzumaya athleteplaysinleague sportsleague mlb,1
athlete claudiovargas athleteplayssport sport baseball,1
athlete troytulowitzki athleteplayssport sport baseball,1
coach markhendrickson athleteplayssport sport baseball,1
athlete kevincash athleteplaysinleague sportsleague mlb,1
athlete harmonkillebrew athleteplaysinleague sportsleague mlb,1
sportsteam newyorkmets teamplaysinleague sportsleague mlb,1
athlete mikejacobs athleteplayssport sport baseball,1
athlete jacquejones athleteplayssport sport baseball,1
athlete fernandoabad coachesteam sportsteam newyorkmets,0
personasia rickankiel athleteledsportsteam sportsteam louiscardinals,0
athlete jairjurrjens athleteplaysinleague sportsleague mlb,1
athlete joshjohnson athleteplayssport sport baseball,1
sportsteam philadelphiaphillies teamhomestadium stadiumoreventvenue citizenbankpark,1
athlete ronnyturiaf athleteplaysforteam sportsteam losangeleslakers,1
athlete billmazeroski athleteplaysinleague sportsleague mlb,1
athlete jeffkarstens athleteplayssport sport baseball,1
athlete uguethurbina athleteplayssport sport baseball,1
athlete chrisbritton athleteplayssport sport baseball,1
athlete carlcrawford athleteplayssport sport baseball,1
sportsteam bills teamhomestadium stadiumoreventvenue ralphwilsonstadium,1
athlete tywigginton athleteplaysforteam sportsteam houstonastros,0
coach jjhardy athleteplayssport sport baseball,1
sportsteam n1985chicagobears teamplaysinleague sportsleague nfl,1
athlete rickynolasco athleteplaysinleague sportsleague mlb,1
sportsteam portlandtrailblazers teamhomestadium stadiumoreventvenue rosegardenarena,1
athlete williestargell athleteplayssport sport baseball,1
personmexico josecontreras athleteplayssport sport baseball,1
coach jjhardy athleteplaysinleague sportsleague mlb,1
sportsteam reds teamplaysinleague sportsleague mlb,1
athlete daisukematsuzaka athleteplaysinleague sportsleague mlb,1
personmexico iansnell athleteplayssport sport baseball,1
athlete bradbutler athleteledsportsteam sportsteam charlottebobcats,0
athlete jasonvargas athleteplaysinleague sportsleague mlb,1
personmexico jasonmarquis athleteplaysinleague sportsleague mlb,1
athlete jasonvargas athleteplayssport sport baseball,1
athlete joemauer athleteplayssport sport baseball,1
personasia brettgardner athleteplayssport sport baseball,1
athlete jefffrancoeur athleteplaysforteam sportsteam atlantabraves,1
athlete shawnestes athleteplayssport sport baseball,1
athlete senecawallace athleteplaysforteam sportsteam seahawks,1
athlete damioneasley athleteplaysinleague sportsleague mlb,1
athlete natemclouth athleteplaysinleague sportsleague mlb,1
athlete trentgreen athleteplaysforteam sportsteam rams,1
athlete randywolf athleteplayssport sport baseball,1
sportsteam leafs teamplaysinleague sportsleague nhl,1
athlete ryanfreel athleteplaysinleague sportsleague mlb,1
personmexico jasonfrasor athleteplaysinleague sportsleague mlb,1
sportsleague nba leaguestadiums stadiumoreventvenue americanairlinesarena,1
athlete matttreanor athleteplaysinleague sportsleague mlb,1
personmexico jorgesosa athleteplaysinleague sportsleague mlb,1
athlete ramonhernandez athleteplaysinleague sportsleague mlb,1
sportsteam diamondbacks teamplaysinleague sportsleague mlb,1
personmexico brianfuentes athleteplaysinleague sportsleague mlb,1
athlete marcbulger athleteplaysforteam sportsteam rams,1
athlete albertpujols athleteplaysinleague sportsleague mlb,1
athlete billmueller athleteplaysinleague sportsleague mlb,1
male alexrios athleteplaysforteam sportsteam bluejays,1
personmexico alfredoamezaga athleteplayssport sport baseball,1
personmexico markloretta athleteplayssport sport baseball,1
personmexico brianfuentes athleteplayssport sport baseball,1
personmexico jasonkubel athleteplayssport sport baseball,1
athlete brettfarve athleteledsportsteam sportsteam packers,1
athlete craigbiggio athleteplaysinleague sportsleague mlb,1
athlete yunieskybetancourt athleteplaysinleague sportsleague mlb,1
athlete ryanfreel athleteledsportsteam sportsteam reds,1
sportsteam clippers teamhomestadium stadiumoreventvenue staplescenter,1
athlete mattholliday athleteplaysforteam sportsteam coloradorockies,1
athlete mikecameron athleteplayssport sport baseball,1
athlete mikecameron athleteledsportsteam sportsteam brewers,1
athlete lennydykstra athleteplaysinleague sportsleague mlb,1
athlete octaviodotel athleteplayssport sport baseball,1
